file,inspection,system_area,related_plan_entries,bytes,lines,sha256
apps/game/client/assets/characters/_intermediate/enemy_brute/arm_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5540,1,83f2a7175c8e5a35c50edca37b7103aa785da777f4fd5d976425d580584f873e
apps/game/client/assets/characters/_intermediate/enemy_brute/head.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",9166,1,8613b89ea08b7301dbf9e56ba08982b75353c6b32f86f560f6a8c1cdb90a36a6
apps/game/client/assets/characters/_intermediate/enemy_brute/leg_l.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5540,1,1fce72ae8b96af3b7197781eb5bfc76e8befd94c458b23422350b27e18402622
apps/game/client/assets/characters/_intermediate/enemy_brute/leg_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5540,1,1fce72ae8b96af3b7197781eb5bfc76e8befd94c458b23422350b27e18402622
apps/game/client/assets/characters/_intermediate/enemy_brute/torso.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",9174,1,e55dca0d0142cd6e94b6954968c8aa6d820fd569aa9cd47712ef0ffdd6990b87
apps/game/client/assets/characters/_intermediate/enemy_dummy/arm_l.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6164,1,dbf80d7086e3bf695536196e99c1b1125b85ad1f40c7dd36c03eb7ddb5794bdf
apps/game/client/assets/characters/_intermediate/enemy_dummy/arm_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6164,1,dbf80d7086e3bf695536196e99c1b1125b85ad1f40c7dd36c03eb7ddb5794bdf
apps/game/client/assets/characters/_intermediate/enemy_dummy/head.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6132,1,ac27cdb1695eab660aa7c28d6e9a2bcdbfa4aeb4a654934fcc9797f6a98bfeb4
apps/game/client/assets/characters/_intermediate/enemy_dummy/leg_l.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5852,1,1c3f71445ae14722896e7e26c032c38a2e877afe34b004ca1943b38b18c8dff1
apps/game/client/assets/characters/_intermediate/enemy_dummy/leg_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5852,1,1c3f71445ae14722896e7e26c032c38a2e877afe34b004ca1943b38b18c8dff1
apps/game/client/assets/characters/_intermediate/enemy_dummy/torso.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5812,1,a5ace00cf1ae8c6f8b0970e1788cdc714df746b2f33bbf34071133387651c0b6
apps/game/client/assets/characters/_intermediate/enemy_hound/head.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",9862,1,cecf637b11d1035ae800979d8bd7bc559490e4fedf8fe1b0e15e31588832233d
apps/game/client/assets/characters/_intermediate/enemy_hound/leg_bl.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",4704,1,4849c8adc8c82288296932196fafb44ab5084fef812088648060d86c9e26d446
apps/game/client/assets/characters/_intermediate/enemy_hound/leg_br.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",4704,1,4849c8adc8c82288296932196fafb44ab5084fef812088648060d86c9e26d446
apps/game/client/assets/characters/_intermediate/enemy_hound/leg_l.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",4704,1,4849c8adc8c82288296932196fafb44ab5084fef812088648060d86c9e26d446
apps/game/client/assets/characters/_intermediate/enemy_hound/leg_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",4704,1,4849c8adc8c82288296932196fafb44ab5084fef812088648060d86c9e26d446
apps/game/client/assets/characters/_intermediate/enemy_hound/tail.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5738,1,a8097d31f5bd170b5fbca2e05fde96c6e3e8ec4d4ff883853cc3a3a5b748f680
apps/game/client/assets/characters/_intermediate/enemy_hound/torso.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5460,1,65c4cdec8a6482d2e04b1c76cc9414bd7c1e8889e6b68fc544465be4cc082c71
apps/game/client/assets/characters/_intermediate/enemy_melee/arm_l.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6164,1,dbf80d7086e3bf695536196e99c1b1125b85ad1f40c7dd36c03eb7ddb5794bdf
apps/game/client/assets/characters/_intermediate/enemy_melee/arm_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6164,1,dbf80d7086e3bf695536196e99c1b1125b85ad1f40c7dd36c03eb7ddb5794bdf
apps/game/client/assets/characters/_intermediate/enemy_melee/head.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",10382,1,3f358a3b0accd20f60cbfe039c4ecfaf4a9c1acd8db2aa0e587e01f7c6f72f81
apps/game/client/assets/characters/_intermediate/enemy_melee/leg_l.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5852,1,2661f8127d79146d3e36aee5ee8e272f705553acbbc3aa79c5109b10ac6e7fce
apps/game/client/assets/characters/_intermediate/enemy_melee/leg_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5852,1,2661f8127d79146d3e36aee5ee8e272f705553acbbc3aa79c5109b10ac6e7fce
apps/game/client/assets/characters/_intermediate/enemy_melee/torso.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",9750,1,e1677f641922a21966413ba0981172c83d256defc7d38c10d325eaded27d8cd7
apps/game/client/assets/characters/_intermediate/enemy_ranged/arm_l.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5540,1,c8e2323aad546ab33e7254a67c771161450aef61ac74b47358f0c68a3491bceb
apps/game/client/assets/characters/_intermediate/enemy_ranged/arm_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5540,1,c8e2323aad546ab33e7254a67c771161450aef61ac74b47358f0c68a3491bceb
apps/game/client/assets/characters/_intermediate/enemy_ranged/head.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5540,1,e6835ed00dee0a4c34615be705806391c3ccbf62ed3d1f70351ffced59394596
apps/game/client/assets/characters/_intermediate/enemy_ranged/leg_l.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6116,1,8d6e17bdb41e7747e9c9e6c300a5a0c018cb1172f94f1f51abf098bde7efae45
apps/game/client/assets/characters/_intermediate/enemy_ranged/leg_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6116,1,8d6e17bdb41e7747e9c9e6c300a5a0c018cb1172f94f1f51abf098bde7efae45
apps/game/client/assets/characters/_intermediate/enemy_ranged/torso.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5500,1,ed5e4e1ac743db9e80ebd2e2aa15342ad7f931547a2616a6633577b235eabc48
apps/game/client/assets/characters/_intermediate/enemy_shield/arm_l.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6164,1,fcbe2f7fd5511e3b65749dd891a1b1655c34f8e907212ec294fb3273199f938c
apps/game/client/assets/characters/_intermediate/enemy_shield/arm_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6164,1,fcbe2f7fd5511e3b65749dd891a1b1655c34f8e907212ec294fb3273199f938c
apps/game/client/assets/characters/_intermediate/enemy_shield/head.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6164,1,b0dc17e897841101b73a5cf68c91f79e86e5f7b3b0587bd1ab19ae7e0340c7ac
apps/game/client/assets/characters/_intermediate/enemy_shield/leg_l.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5852,1,1c3f71445ae14722896e7e26c032c38a2e877afe34b004ca1943b38b18c8dff1
apps/game/client/assets/characters/_intermediate/enemy_shield/leg_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5852,1,1c3f71445ae14722896e7e26c032c38a2e877afe34b004ca1943b38b18c8dff1
apps/game/client/assets/characters/_intermediate/enemy_shield/torso.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5476,1,363ee04ae6867d915b88bb2821c4b4ebea400a66369d71098e52d0e5eb8095d9
apps/game/client/assets/characters/_intermediate/equipment/castle_helm.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",10334,1,c8a20b97c1332407fb7a3086e5894f0ba4147f00d77549c3bbf6deb80844d856
apps/game/client/assets/characters/_intermediate/equipment/castle_plate.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",9798,1,769d76ae0f6919adc0deb3fc17d7952965f59714a001ef13a8a86f7a3d4d0c92
apps/game/client/assets/characters/_intermediate/equipment/iron_helm.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",10382,1,3f358a3b0accd20f60cbfe039c4ecfaf4a9c1acd8db2aa0e587e01f7c6f72f81
apps/game/client/assets/characters/_intermediate/player_warden/arm_l.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5540,1,c8e2323aad546ab33e7254a67c771161450aef61ac74b47358f0c68a3491bceb
apps/game/client/assets/characters/_intermediate/player_warden/arm_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5540,1,c8e2323aad546ab33e7254a67c771161450aef61ac74b47358f0c68a3491bceb
apps/game/client/assets/characters/_intermediate/player_warden/head.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5540,1,6c6c2cdb1b7d8557c3c607b5149e846c1fab015555145c6e6f64979cd9cb28e3
apps/game/client/assets/characters/_intermediate/player_warden/leg_l.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6164,1,903cb510ac03fa9511e24c02cea6e8edae0a1c4215694b469db1493650d916f5
apps/game/client/assets/characters/_intermediate/player_warden/leg_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6164,1,903cb510ac03fa9511e24c02cea6e8edae0a1c4215694b469db1493650d916f5
apps/game/client/assets/characters/_intermediate/player_warden/torso.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5460,1,afbb7111e32b3725c0aaf43cc4bec268b57eaf83e63b16c6f8412c8766042ab8
apps/game/client/assets/characters/_intermediate/player_warden_compact/arm_l.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5540,1,b2ae2c707f6cdf52c83597c5328553c8b65fa9cbf1e53128abed1e55a41622d0
apps/game/client/assets/characters/_intermediate/player_warden_compact/arm_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5540,1,b2ae2c707f6cdf52c83597c5328553c8b65fa9cbf1e53128abed1e55a41622d0
apps/game/client/assets/characters/_intermediate/player_warden_compact/head.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5540,1,6c6c2cdb1b7d8557c3c607b5149e846c1fab015555145c6e6f64979cd9cb28e3
apps/game/client/assets/characters/_intermediate/player_warden_compact/leg_l.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6116,1,0d97c055d998bfc8c194c796225dd92d74939521ebbfc66a43977960efb2a9f9
apps/game/client/assets/characters/_intermediate/player_warden_compact/leg_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6116,1,0d97c055d998bfc8c194c796225dd92d74939521ebbfc66a43977960efb2a9f9
apps/game/client/assets/characters/_intermediate/player_warden_compact/torso.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5508,1,dedc84505a3c3a4ca94030671445dd1e16577012acee9773b20ef7d6a0bf1c77
apps/game/client/assets/characters/_intermediate/player_warden_compact_heavy/arm_l.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6164,1,6e3bb6b32405e6798265a456dda9dbfad02e95566f0f72236e9a44af0603de5a
apps/game/client/assets/characters/_intermediate/player_warden_compact_heavy/arm_r.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6164,1,6e3bb6b32405e6798265a456dda9dbfad02e95566f0f72236e9a44af0603de5a
apps/game/client/assets/characters/_intermediate/player_warden_compact_heavy/head.mesh.json,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5540,1,6c6c2cdb1b7d8557c3c607b5149e846c1fab015555145c6e6f64979cd9cb28e3
